% Sensorgestyetzte intelligente Umgebungen
%
% Introduction to Machine Learning
%
% Oscar Martinez Mozos  ommozos@ommozos.unizar.es
%

@relation people_2D

@attribute n_points integer
@attribute std real
@attribute mean_deviation real
@attribute width real
@attribute linearity real
@attribute circularity real
@attribute radius real
@attribute boundary_length real
@attribute boundary_regularity real
@attribute mean_curvaure real
@attribute angular_difference real
@attribute person {-1, 1} 

@data
95,0.56681,0.31279,1.365,2.0753,0.062752,1.943,1.524,0.0081336,2358.4,0.019413,-1
36,0.43511,0.18472,0.68852,3.8258,0.25069,0.23782,0.84904,0.017233,427.67,-0.02805,-1
33,0.31211,0.093141,0.34609,1.909,0.00087018,0.18284,0.44777,0.0066855,821.27,0.06418,-1
51,0.47762,0.22359,0.88246,0.45546,0.015188,1.6493,0.90671,0.0023259,523.47,0.0050096,-1
49,0.33764,0.11082,0.29333,1.0115,0.034369,0.11582,0.4272,0.01673,2285.3,0.027915,1
13,0.30108,0.083148,0.31155,0.060679,0.00050004,0.50559,0.3236,0.005168,190.28,0.017202,-1
13,0.27477,0.069138,0.24446,0.26862,0.01348,0.078299,0.38112,0.024377,287.5,0.0338,-1
20,0.33032,0.10111,0.39094,0.51858,0.0010016,0.24692,0.45056,0.014135,325.84,-0.071865,-1
34,0.49696,0.23841,0.88459,0.16645,0.021729,1.2774,0.93238,0.011334,337.68,0.059148,-1
13,0.31216,0.089736,0.33007,0.054654,0.0029578,0.29475,0.33298,0.00067042,41.112,-0.0056246,-1
9,0.16733,0.023877,0.082292,0.074689,4.64e-005,0.043919,0.096878,0.006847,155.1,0.12121,-1
58,0.45234,0.20144,0.75575,1.7,0.3743,0.26723,0.99137,0.016331,1213.6,0.00060219,-1
95,0.56705,0.31333,1.371,2.1348,0.072504,1.8549,1.5463,0.0086684,2295.9,0.022408,-1
36,0.43499,0.18449,0.6908,3.6257,0.41041,0.21234,0.84561,0.017399,399.07,-0.014509,-1
35,0.32305,0.099682,0.36965,2.0553,0.0011301,0.19045,0.47965,0.0061227,783.59,0.054604,-1
49,0.46853,0.21502,0.84607,0.14838,0.0049487,2.6435,0.85589,0.0010246,414.5,-0.00032262,-1
30,0.208,0.041326,0.15986,0.35087,0.0003779,0.095287,0.19394,0.0023457,1614,0.038889,1
27,0.18804,0.033743,0.11662,0.23646,0.0012191,0.052796,0.16653,0.0031543,1727.9,0.086831,1
13,0.304,0.084605,0.31515,0.067626,0.00080604,0.41637,0.32506,0.0053777,137.33,-0.017593,-1
11,0.25786,0.0605,0.17605,0.24454,0.0021168,0.073506,0.28089,0.015112,229.85,0.2024,-1
21,0.3351,0.10509,0.39591,0.61037,0.00088809,0.23408,0.46354,0.014189,312.75,-0.063853,-1
34,0.49402,0.2363,0.8903,0.18436,0.028836,1.0925,0.94902,0.01384,407.78,0.066225,-1
13,0.31253,0.089731,0.33087,0.058903,0.00053854,0.56784,0.33557,0.001421,58.936,-0.0025724,-1
10,0.18368,0.029073,0.098673,0.096481,0.00015743,0.050987,0.12404,0.0063312,179.05,0.20881,-1
58,0.45228,0.20157,0.75391,1.6942,0.38013,0.26502,0.98137,0.016675,980.29,-0.0086074,-1
95,0.56708,0.3132,1.3602,2.0962,0.06863,1.8842,1.5258,0.008144,2344.2,0.020134,-1
36,0.43428,0.18419,0.68996,3.1623,0.29364,0.22727,0.82082,0.014586,390.39,-0.021568,-1
33,0.31176,0.092609,0.34726,1.641,0.00073278,0.18424,0.44069,0.0056057,794.83,0.042318,-1
39,0.41722,0.16955,0.66129,4.6962,0.0037776,1.534,0.67336,0.0011341,350.49,-0.0059745,-1
31,0.20285,0.040038,0.15663,0.14033,0.0018502,0.094641,0.18082,0.0026313,1777.1,0.035994,1
28,0.19509,0.035933,0.13091,0.37846,0.00091043,0.057555,0.2135,0.0093963,1738.1,0.076406,1
13,0.3037,0.084625,0.314,0.07957,0.0015008,0.32107,0.33164,0.0074969,185.16,0.0002492,-1
12,0.26252,0.062586,0.19425,0.25931,0.0021252,0.08183,0.28024,0.01501,189.59,0.13543,-1
17,0.3139,0.090135,0.36696,0.35751,0.0012675,0.23567,0.40684,0.014194,213.85,-0.017558,-1
34,0.49558,0.23699,0.89132,0.16768,0.021931,1.2619,0.96359,0.012473,449.57,0.068129,-1
13,0.31252,0.089924,0.32945,0.06338,0.0022628,0.32288,0.33612,0.0013105,68.646,0.023644,-1
10,0.17801,0.027545,0.088771,0.1045,0.00013784,0.044373,0.12266,0.0051563,185.67,0.24265,-1
58,0.45169,0.20107,0.75621,1.6552,0.40823,0.25978,0.98071,0.014951,1066.6,-0.0060283,-1
95,0.56669,0.31264,1.3671,2.1056,0.066643,1.9088,1.5308,0.0080297,2311.7,0.020521,-1
36,0.43499,0.18558,0.68832,3.6036,0.27693,0.23172,0.82883,0.01418,408.97,-0.023147,-1
33,0.31238,0.09291,0.34536,1.2751,0.00074661,0.18577,0.4323,0.0047261,522.64,0.053371,-1
19,0.29404,0.081831,0.31072,0.032435,9.968e-005,1.5163,0.31205,0.00011148,101.39,-0.005795,-1
34,0.21211,0.043868,0.16553,0.2305,0.0013227,0.10878,0.18645,0.0011636,1999.3,-8.39e-006,1
28,0.18966,0.034584,0.11745,0.32139,0.0006962,0.052973,0.16847,0.0029426,2019.8,0.063576,1
13,0.301,0.083008,0.31243,0.072288,0.00013505,0.59842,0.31856,0.0038136,96.769,0.0074442,-1
13,0.27622,0.071913,0.25066,0.35295,0.013464,0.077565,0.41721,0.031497,247.47,-0.078119,-1
21,0.33227,0.1032,0.40346,0.47606,0.00061426,0.28146,0.46386,0.012134,409,-0.055099,-1
34,0.49635,0.2383,0.87817,0.18608,0.035368,1.0136,0.93958,0.012364,364.19,0.056638,-1
13,0.31255,0.089862,0.33037,0.053969,0.00039057,0.62789,0.33383,0.00086228,46.198,-0.0056246,-1
10,0.182,0.028946,0.090119,0.13238,0.00018351,0.04141,0.12479,0.0055817,239.25,0.15195,-1
58,0.45237,0.20173,0.75582,1.7088,0.37836,0.26625,0.97474,0.014806,1077.7,-0.0060283,-1
95,0.56696,0.31313,1.3626,2.09,0.065639,1.9172,1.5166,0.0076603,2345.5,0.019788,-1
36,0.43467,0.18458,0.68791,3.503,0.40622,0.21214,0.84501,0.015442,542.7,-0.023807,-1
35,0.32207,0.099525,0.37066,2.0048,0.0011066,0.1939,0.48036,0.0068183,823.67,0.068372,-1
7,0.18702,0.030201,0.10332,0.10639,2.991e-005,0.17381,0.10458,0.00031141,43.111,-0.052179,-1
34,0.21138,0.043812,0.16505,0.1562,0.0015112,0.11658,0.18576,0.0015875,1720.5,0.029422,1
8,0.20468,0.036592,0.12989,0.065005,0.0003275,0.10241,0.13434,0.0016516,63.924,-0.0058085,-1
28,0.18522,0.032916,0.1143,0.26487,0.00066294,0.054194,0.15118,0.0022863,2135.3,0.037551,1
13,0.30288,0.084376,0.31209,0.048502,0.00069275,0.47665,0.31893,0.0036177,115.38,-0.0014171,-1
11,0.26026,0.065294,0.17554,0.26766,0.0017223,0.07419,0.26977,0.015363,180.29,0.10224,-1
20,0.33042,0.1021,0.39621,0.48057,0.0014891,0.26097,0.4851,0.015944,381.2,-0.071495,-1
34,0.49509,0.23647,0.89563,0.15277,0.012429,1.664,0.94273,0.0094976,269.83,0.064495,-1
13,0.31143,0.089239,0.32966,0.044507,0.00070053,0.56607,0.33241,0.00083869,49.108,0.00047229,-1
10,0.17569,0.02697,0.091051,0.089996,5.997e-005,0.049223,0.11105,0.0038285,154.55,0.17752,-1
57,0.44924,0.19843,0.74242,1.73,0.44853,0.24444,0.98846,0.017109,1006.7,-0.0060263,-1
95,0.56685,0.31316,1.3673,2.106,0.065353,1.9185,1.5529,0.008765,2479.1,0.021799,-1
36,0.43513,0.18499,0.6912,4.1569,0.30733,0.22623,0.83509,0.014952,433.3,-0.013954,-1
35,0.32448,0.10131,0.37423,2.0314,0.0010695,0.18911,0.51037,0.0070096,905.11,0.063694,-1
34,0.21039,0.043095,0.16548,0.22171,0.0024236,0.099322,0.19397,0.0017836,2098.5,0.058526,1
14,0.26189,0.063712,0.23493,0.077793,0.0003371,0.39935,0.24026,0.0014514,143.02,0.011288,-1
30,0.18688,0.033384,0.12434,0.24507,0.0013644,0.056209,0.17637,0.0047499,2459.9,0.073343,1
13,0.30164,0.08347,0.31592,0.053802,0.00057259,0.5012,0.32624,0.0056905,147.59,0.015654,-1
13,0.27324,0.068325,0.24804,0.32017,0.014046,0.076869,0.43016,0.034458,226.59,-0.08265,-1
20,0.32912,0.10009,0.38608,0.50345,0.0015589,0.24154,0.46764,0.01583,382.58,-0.070327,-1
33,0.4857,0.22773,0.84335,0.1423,0.013146,1.4588,0.89565,0.010034,305.96,0.060076,-1
14,0.32305,0.096932,0.35783,0.044126,0.0047733,0.28493,0.36095,0.00070359,52.62,-0.0056639,-1
10,0.18861,0.030885,0.099647,0.11212,0.00039403,0.049043,0.14034,0.0077527,215.34,0.24922,-1
58,0.45282,0.20201,0.75511,1.7208,0.42572,0.25724,0.99749,0.016758,1067.5,-0.012237,-1
95,0.56687,0.31271,1.3586,2.0834,0.064603,1.9196,1.5361,0.0083538,2310.6,0.020341,-1
36,0.43524,0.18489,0.68771,3.8655,0.38588,0.21418,0.85188,0.016854,570.3,-0.010653,-1
33,0.31201,0.092854,0.34679,1.663,0.00097899,0.18347,0.45513,0.0063205,1022.6,0.072365,-1
33,0.20799,0.042125,0.16168,0.15432,0.0029306,0.093351,0.18392,0.0016335,1288.1,0.054213,1
18,0.29382,0.081521,0.30966,0.1495,0.00022359,0.71105,0.31641,0.0015861,192.17,0.014813,-1
35,0.19276,0.035738,0.14333,0.27686,0.00055795,0.090574,0.17514,0.0025873,1912.9,0.030577,1
13,0.30405,0.085222,0.30532,0.051318,0.0018474,0.31116,0.32136,0.0063226,204.38,-0.00038967,-1
18,0.32275,0.098306,0.36853,0.45581,0.036003,0.11745,0.56203,0.029501,343.64,-0.026793,-1
18,0.31498,0.091521,0.36959,0.35158,0.0035716,0.23662,0.41264,0.014812,301.89,0.001707,-1
34,0.4954,0.2371,0.91471,0.18187,0.012144,1.6974,0.96596,0.01487,327.51,0.066671,-1
13,0.31159,0.089515,0.32995,0.045076,0.004142,0.2528,0.33329,0.00097112,50.917,-0.0056246,-1
10,0.18675,0.030684,0.10015,0.12261,0.00031505,0.048417,0.13822,0.0080153,219.67,0.2118,-1
58,0.45234,0.20117,0.754,1.6938,0.36551,0.27012,0.9824,0.015801,882.9,-0.0060283,-1
95,0.56729,0.31348,1.3645,2.1043,0.066822,1.9097,1.5147,0.0076297,2102.6,0.019921,-1
36,0.43515,0.18447,0.6873,3.7154,0.37927,0.21442,0.85934,0.018078,468.19,-0.024745,-1
33,0.3124,0.093629,0.34463,1.6309,0.00095193,0.18157,0.43934,0.0046712,1150.9,0.033797,-1
32,0.20511,0.040793,0.15724,0.16453,0.0029008,0.087815,0.18898,0.0020412,2090.2,0.067503,1
9,0.21093,0.039297,0.14076,0.019598,1.68e-005,0.33908,0.14219,0.00046284,67.908,-0.0053689,-1
39,0.20778,0.041651,0.18758,0.86985,0.00071222,0.11485,0.22396,0.0049785,2244.9,0.031631,1
13,0.30021,0.08259,0.30316,0.07154,0.00018916,0.56439,0.30982,0.0036006,116.28,-0.0075746,-1
12,0.26741,0.06923,0.19276,0.33526,0.0031128,0.074955,0.29525,0.01676,223.77,0.0047493,-1
20,0.3269,0.09954,0.39141,0.50144,0.0017919,0.24022,0.46712,0.017077,352.94,-0.073469,-1
34,0.49444,0.23592,0.89951,0.16408,0.016115,1.4777,0.96051,0.011892,322.52,0.06804,-1
13,0.31093,0.08909,0.32945,0.036853,0.0013032,0.4382,0.33302,0.00047233,65.313,0.020919,-1
10,0.18678,0.0299,0.11146,0.1136,0.00011106,0.060556,0.14468,0.013865,262.5,0.22962,-1
4,0.13078,0.012824,0.038282,0.005777,1.84e-006,0.049099,0.039128,0.00079307,33.237,0.14401,-1
3,0.0070098,3.272e-005,9.817e-005,2e-007,0,0.008,9.817e-005,0,125,-0.0030679,-1
51,0.42672,0.17905,0.66433,1.6605,0.42065,0.21106,0.89393,0.016865,962.1,-0.0086479,-1
95,0.56635,0.31218,1.358,2.1126,0.071344,1.8489,1.536,0.0083406,2108.1,0.020698,-1
36,0.4352,0.18542,0.68934,3.8119,0.32476,0.22119,0.85094,0.018443,473.65,-0.0094082,-1
36,0.32458,0.10127,0.37536,1.4929,0.0027468,0.20316,0.45754,0.0037053,1209.3,-0.015344,-1
19,0.16039,0.024312,0.096473,0.056645,0.0020118,0.034417,0.10466,0.0016352,784.06,0.011163,1
40,0.19975,0.038501,0.1573,1.1831,0.00061574,0.10441,0.18421,0.0020972,2776.3,0.050512,1
13,0.30207,0.083625,0.30676,0.074529,0.00063542,0.41224,0.31743,0.0053212,148.9,0.0099093,-1
11,0.25876,0.065486,0.17574,0.27217,0.0017503,0.074561,0.27933,0.015794,193.68,0.18393,-1
3,0.12704,0.010565,0.031639,0.0012657,0,0.13229,0.031696,9.354e-005,7.5589,0.059932,-1
17,0.3117,0.089238,0.35844,0.36634,0.00091997,0.23547,0.41488,0.018576,298.73,-0.09014,-1
34,0.49697,0.2386,0.89195,0.18786,0.030535,1.0823,0.95889,0.013178,426.18,0.06554,-1
13,0.31277,0.09011,0.33114,0.042928,0.0057917,0.21679,0.33633,0.0014675,77.228,-0.0056246,-1
9,0.17117,0.025027,0.082324,0.087313,5.961e-005,0.042041,0.10595,0.0053009,174.28,0.22728,-1
58,0.45227,0.20118,0.75366,1.7161,0.35741,0.27051,0.98092,0.016304,1055.4,-0.0060283,-1
95,0.56685,0.31275,1.3653,2.1069,0.062596,1.926,1.5357,0.0085824,2131.3,0.021774,-1
36,0.43501,0.18471,0.68834,4.4211,0.40339,0.21302,0.84619,0.01681,423.71,-0.028081,-1
32,0.30275,0.087571,0.34045,2.6212,0.0051233,0.18082,0.44003,0.0073127,1104.2,-0.043322,-1
38,0.1969,0.037474,0.13808,0.53641,0.00092685,0.072414,0.17404,0.0018604,3153.7,0.03247,1
20,0.30872,0.090505,0.34152,0.18575,0.0012896,0.51697,0.35117,0.0016621,243.14,-0.023231,-1
13,0.30197,0.083664,0.30373,0.060917,0.00093597,0.38853,0.31623,0.0051243,145.72,0.053716,-1
12,0.2572,0.059831,0.19301,0.22956,0.0014218,0.087568,0.26569,0.012138,202.59,0.14321,-1
17,0.31815,0.09209,0.35909,0.35263,0.0010723,0.2455,0.40496,0.01781,352.66,-0.085393,-1
34,0.49705,0.23849,0.90688,0.16899,0.01468,1.5459,0.96056,0.011712,329.7,0.06618,-1
13,0.31345,0.090536,0.33004,0.078979,0.0057343,0.21065,0.3384,0.0018437,83.597,0.020945,-1
9,0.18258,0.028924,0.1034,0.073334,8.036e-005,0.061254,0.12005,0.0084326,184.67,0.15569,-1
58,0.45247,0.20134,0.75292,1.7277,0.38438,0.26435,0.98974,0.016426,1094.9,-0.012253,-1
95,0.56728,0.31344,1.3774,2.1177,0.071683,1.8659,1.5284,0.0079055,2405.4,0.020761,-1
36,0.43496,0.18457,0.69185,3.5232,0.34543,0.2187,0.85262,0.017609,458.96,-0.015824,-1
11,0.2188,0.043316,0.19776,0.081201,0.0013118,0.12891,0.21777,0.017177,285.93,0.023141,-1
53,0.32219,0.092913,0.29756,1.4892,0.014853,0.12713,0.46169,0.016777,2925.7,0.04443,1
27,0.35417,0.1207,0.46892,0.18755,0.00059187,1.4191,0.47744,0.0015576,219.13,0.014335,-1
13,0.29982,0.082695,0.3085,0.056963,0.00061843,0.46326,0.31681,0.0042788,126.35,0.0052745,-1
11,0.25386,0.058458,0.1757,0.22555,0.0014548,0.076393,0.25523,0.013722,183.59,0.12988,-1
21,0.33016,0.10163,0.39642,0.58284,0.0010412,0.23791,0.47167,0.015319,434.8,-0.070085,-1
34,0.49617,0.2376,0.89355,0.17384,0.011391,1.7159,0.95016,0.010149,276.85,0.067069,-1
13,0.31289,0.09014,0.33052,0.054153,0.008884,0.17267,0.33497,0.0010418,59.906,-0.011678,-1
9,0.17761,0.027576,0.087265,0.053246,0.0002836,0.047008,0.10806,0.0030125,176.92,0.2346,-1
5,0.13851,0.015364,0.050525,0.0036863,0,0.17418,0.050692,7.347e-005,17.207,0.054466,-1
3,0.0070098,3.272e-005,9.817e-005,2e-007,0,0.008,9.817e-005,0,125,-0.003068,-1
50,0.42302,0.17543,0.65258,1.6482,0.43653,0.20282,0.87251,0.016122,853.21,-0.0070101,-1
95,0.56702,0.31284,1.36,2.1305,0.07223,1.8509,1.558,0.0088768,2405,0.020446,-1
36,0.43455,0.18396,0.68957,3.7608,0.39503,0.21353,0.83587,0.015297,431.93,-0.025628,-1
59,0.33833,0.10407,0.31944,1.7107,0.016032,0.13009,0.48122,0.019329,4876.4,0.02898,1
31,0.37746,0.13785,0.53651,0.096498,0.00092977,1.7998,0.54501,0.001106,320.3,0.012388,-1
13,0.30128,0.083517,0.31155,0.072149,0.00091319,0.37256,0.32501,0.0064782,144.87,0.0074792,-1
11,0.26452,0.066389,0.17631,0.27753,0.0023882,0.070953,0.29017,0.020504,199.6,0.14236,-1
14,0.3005,0.081229,0.30757,0.24616,0.00056298,0.21666,0.33621,0.015373,184.4,-0.055031,-1
34,0.49397,0.2358,0.88673,0.15894,0.029281,1.0983,0.94346,0.011496,360.39,0.066438,-1
13,0.31184,0.089535,0.32971,0.04845,0.021396,0.11726,0.33309,0.00075219,43.858,0.0034777,-1
8,0.17923,0.027659,0.089286,0.053357,9.523e-005,0.05339,0.10026,0.0064719,105.35,0.14062,-1
58,0.45193,0.20104,0.7533,1.6788,0.36018,0.27088,0.97072,0.015362,947.57,-0.0073263,-1
95,0.56702,0.31286,1.3607,2.1137,0.071544,1.8628,1.5459,0.0085794,2170.2,0.020693,-1
35,0.42984,0.18093,0.66834,3.0378,0.25892,0.2227,0.83451,0.0176,481.97,-0.026509,-1
57,0.33204,0.099893,0.30625,1.515,0.020774,0.12613,0.4593,0.018417,4233.8,0.01875,1
39,0.42059,0.1723,0.67657,0.15191,0.01252,0.96437,0.68713,0.0013508,300,0.013226,-1
13,0.29982,0.08286,0.30113,0.057715,0.001185,0.35874,0.31387,0.0051715,181.72,-0.031668,-1
11,0.25594,0.061945,0.1775,0.23199,0.0018942,0.073745,0.26056,0.014403,222.91,0.13173,-1
20,0.32587,0.098933,0.38494,0.48982,0.00099424,0.24726,0.46357,0.015691,515.72,-0.073751,-1
34,0.49519,0.23667,0.8803,0.16948,0.025237,1.1617,0.93029,0.010482,310.28,0.065634,-1
13,0.31179,0.089516,0.33036,0.03986,0.0010893,0.47874,0.33223,0.00048311,33.501,-0.0056246,-1
8,0.18215,0.02877,0.099064,0.050847,7.517e-005,0.068681,0.11067,0.0087203,93.159,0.17908,-1
58,0.45248,0.20137,0.75509,1.6938,0.38652,0.26494,0.98491,0.016249,925.23,-0.0073234,-1
95,0.567,0.31307,1.3713,2.1191,0.063875,1.9201,1.5327,0.0083554,2100.7,0.021289,-1
29,0.40258,0.15582,0.55331,3.2803,0.1183,0.19239,0.71811,0.019844,379.05,-0.02937,-1
51,0.32236,0.090329,0.30236,1.3439,0.014373,0.1301,0.45405,0.01914,4339.9,0.030958,1
51,0.47755,0.22348,0.88008,0.5369,0.0053925,2.491,0.91115,0.0028928,510.46,-0.020397,-1
13,0.30096,0.082989,0.30498,0.06501,0.00056471,0.43652,0.31618,0.0049051,125.95,0.0081153,-1
11,0.2643,0.065644,0.17657,0.32003,0.0023851,0.072344,0.28657,0.01532,152.75,0.074164,-1
17,0.31281,0.087863,0.34207,0.43315,0.0017885,0.18834,0.40787,0.020455,301.5,-0.083299,-1
34,0.49547,0.23659,0.89359,0.16021,0.02357,1.2253,0.94925,0.01179,384.71,0.066861,-1
13,0.31319,0.090274,0.33147,0.055154,0.0020943,0.34746,0.3352,0.00095869,53.719,-0.0056246,-1
8,0.17957,0.028097,0.099229,0.043245,3.76e-005,0.080008,0.10803,0.007912,182.65,0.14188,-1
58,0.45255,0.20171,0.7512,1.7239,0.38743,0.26463,1.001,0.016192,1087.7,-0.021291,-1
95,0.56694,0.31306,1.3576,2.1168,0.073897,1.8352,1.5456,0.0088793,2320,0.02138,-1
25,0.38072,0.14134,0.47296,3.1053,0.091586,0.15672,0.62385,0.017298,313.4,-0.055558,-1
39,0.2001,0.038344,0.13564,1.3044,0.00079917,0.061219,0.19606,0.0028296,3854.3,0.039037,1
9,0.19925,0.034709,0.1318,0.044441,0.00012721,0.12996,0.1432,0.0080838,242.44,0.14978,-1
51,0.47744,0.22342,0.87787,0.23947,0.0054848,2.6308,0.89407,0.0010163,550.8,-0.0060132,-1
13,0.30259,0.084054,0.30739,0.081344,0.00040586,0.44782,0.31909,0.0046355,151.45,-0.016918,-1
13,0.27544,0.069999,0.25387,0.26919,0.017864,0.078956,0.40352,0.02849,224.26,0.067173,-1
21,0.32907,0.10101,0.37728,0.6094,0.0012605,0.21813,0.45908,0.01294,380.71,-0.067436,-1
34,0.49655,0.23827,0.89297,0.15764,0.028912,1.1433,0.9536,0.011056,303.12,0.061301,-1
13,0.31195,0.089562,0.33016,0.048862,0.0013354,0.42425,0.33232,0.00050533,24.753,-0.002571,-1
7,0.16926,0.024611,0.079035,0.042354,7.36e-005,0.047418,0.091262,0.0076394,95.834,0.21843,-1
58,0.45259,0.20163,0.75516,1.7079,0.40015,0.2623,0.98637,0.016442,1009.7,-0.008604,-1
95,0.56696,0.31291,1.364,2.0666,0.066117,1.9146,1.5365,0.0081079,2337,0.02094,-1
10,0.23398,0.049155,0.17541,0.059551,0.00025737,0.16673,0.18685,0.0032405,69.351,-0.12732,-1
15,0.14971,0.020733,0.081016,0.14667,0.00011791,0.061479,0.089122,0.0019048,802.15,-0.040829,1
38,0.19756,0.036842,0.13401,1.2477,0.00053392,0.061751,0.19262,0.0028401,3073.3,0.059525,1
12,0.21482,0.041913,0.17545,0.066167,0.00098129,0.12022,0.18682,0.0065201,279.59,0.0066537,-1
52,0.48219,0.22801,0.90078,3.405,0.0089712,2.0749,0.93987,0.0023844,651.2,0.025535,-1
13,0.30208,0.083503,0.31079,0.070457,0.00079494,0.4005,0.31978,0.0046329,115.93,-0.028537,-1
11,0.25017,0.05873,0.17545,0.21513,0.0012005,0.077877,0.23687,0.0096017,163.52,0.12022,-1
21,0.32712,0.10057,0.39351,0.61162,0.0015929,0.22904,0.46948,0.02162,351.03,-0.050958,-1
34,0.49684,0.23873,0.88112,0.16927,0.04053,0.94924,0.93735,0.010401,270.76,0.057499,-1
13,0.31147,0.089364,0.33,0.044218,0.001783,0.3781,0.3321,0.00058439,30.808,-0.0056246,-1
7,0.17374,0.025246,0.082138,0.030187,7.352e-005,0.058734,0.090068,0.0062731,115.53,0.1901,-1
58,0.45238,0.20147,0.75321,1.6939,0.40872,0.26044,0.98467,0.016147,1110,-0.016336,-1
88,0.52638,0.27087,1.1227,1.6269,0.1292,1.1387,1.3029,0.0072983,2199.6,0.0095649,-1
30,0.20556,0.041116,0.15272,0.26447,0.00096196,0.10016,0.17578,0.0021445,1518.5,0.011893,1
38,0.19781,0.037374,0.13608,1.208,0.00069005,0.061188,0.20003,0.0034225,2391.3,0.059544,1
14,0.23222,0.049947,0.19884,0.06324,0.00012212,0.27014,0.20685,0.0073428,199.81,0.042335,-1
49,0.46872,0.21516,0.84797,0.15964,0.012225,1.7192,0.85465,0.00084967,346.1,-0.0014306,-1
13,0.30464,0.085114,0.30728,0.071446,0.00051563,0.45291,0.31585,0.0048373,143.77,-0.0029001,-1
13,0.26844,0.065924,0.23992,0.27938,0.010571,0.075765,0.37699,0.025658,225.09,-0.065986,-1
17,0.31508,0.090854,0.36195,0.33118,0.00157,0.25059,0.40619,0.015814,247.66,-0.044259,-1
34,0.49633,0.23812,0.8805,0.17841,0.050998,0.85262,0.94734,0.013133,426.37,0.049075,-1
13,0.3133,0.090369,0.3308,0.059929,0.0017751,0.36231,0.33626,0.0014069,62.888,-0.011673,-1
7,0.16546,0.022564,0.082484,0.03875,6.56e-006,0.063118,0.090532,0.009575,96.598,0.21071,-1
58,0.45178,0.2009,0.75436,1.6834,0.34537,0.27431,0.96723,0.014112,1009.8,-0.0060283,-1
73,0.45333,0.20244,0.8007,1.1854,0.63527,0.28336,0.95749,0.0063788,1905.7,0.012695,-1
28,0.20332,0.040074,0.15277,0.2683,0.0011546,0.086226,0.17726,0.0025773,1042.3,0.045721,1
13,0.30454,0.086536,0.24337,0.73086,0.0089144,0.089474,0.37533,0.028584,140.41,-0.018771,-1
39,0.19928,0.037686,0.1372,1.1868,0.00082977,0.063413,0.198,0.0031336,4033.3,0.043876,1
17,0.2438,0.055395,0.20453,0.11193,0.00042119,0.19779,0.21898,0.0038238,397.88,0.035182,-1
52,0.4822,0.22802,0.8996,1.4099,0.009286,2.0899,0.93809,0.0021496,729.62,0.021768,-1
13,0.30156,0.083417,0.3078,0.063267,0.0015337,0.32122,0.31929,0.0046209,138.39,-0.0037564,-1
12,0.26458,0.064574,0.19297,0.30071,0.0021143,0.079726,0.29003,0.015423,265.05,0.096213,-1
21,0.33021,0.10139,0.37865,0.66442,0.0017953,0.20653,0.49102,0.012563,471.43,-0.059757,-1
34,0.49449,0.23583,0.88938,0.16766,0.023683,1.2333,0.95216,0.011039,374.53,0.067533,-1
13,0.31066,0.088966,0.32909,0.04122,0.003384,0.28061,0.33372,0.00099364,78.409,-0.0056246,-1
7,0.16924,0.023631,0.084022,0.026796,2.015e-005,0.075231,0.090281,0.0066305,148.16,0.18656,-1
58,0.45302,0.20195,0.75511,1.7517,0.40384,0.26115,0.99646,0.016455,1091.1,-0.0073234,-1
63,0.41302,0.16802,0.64924,1.1211,0.062392,0.46193,0.79197,0.006288,1608.8,0.015554,-1
25,0.19559,0.036536,0.14652,0.10816,0.00049943,0.11977,0.16842,0.0035045,1292.1,0.082775,1
7,0.22921,0.04407,0.16594,0.032482,0.00020711,0.18659,0.17385,0.010715,107.78,0.022603,-1
18,0.32924,0.10184,0.33303,1.7434,0.020267,0.12829,0.48001,0.021391,193.39,-0.031299,-1
37,0.19467,0.036694,0.13212,0.93538,0.00080654,0.061403,0.18934,0.0028162,3766.2,0.03057,1
20,0.25994,0.064009,0.23278,0.23001,0.00046457,0.1829,0.2643,0.0071132,568.23,-0.00098708,-1
49,0.46844,0.2149,0.84782,0.15685,0.074535,0.7003,0.86189,0.0013121,470.23,0.012243,-1
13,0.30158,0.083487,0.31001,0.060159,0.00011787,0.69858,0.31597,0.0034937,105.99,0.026454,-1
12,0.26439,0.064612,0.19469,0.29029,0.0020128,0.082073,0.28767,0.013957,296.58,0.12232,-1
21,0.3283,0.10006,0.37634,0.55102,0.0017645,0.22584,0.46954,0.011998,417.82,-0.064848,-1
34,0.49599,0.23813,0.88325,0.17458,0.046816,0.87369,0.94522,0.010711,378.45,0.06598,-1
13,0.31198,0.089662,0.3298,0.053196,0.036763,0.10344,0.33499,0.00088098,71.635,0.018183,-1
7,0.16553,0.022889,0.08084,0.025734,3.127e-005,0.073638,0.087042,0.0066817,228.37,0.099659,-1
58,0.45217,0.20109,0.75468,1.6732,0.37817,0.2663,0.9837,0.016193,1079.7,-0.0073243,-1
62,0.40933,0.16465,0.63095,1.125,0.056441,0.44553,0.8042,0.0077747,1889.6,0.01635,-1
24,0.19863,0.037722,0.16503,0.19047,0.0010492,0.095517,0.19396,0.0073987,1150.8,0.055591,1
9,0.2742,0.066282,0.23784,0.012845,2.818e-005,1.0339,0.23843,0.0047913,21.327,-0.00772,-1
16,0.32662,0.097841,0.354,0.70003,0.00066311,0.21069,0.43863,0.022005,188.9,-0.095143,-1
36,0.19302,0.036178,0.13803,0.68252,0.00053091,0.068151,0.19153,0.005273,3173.9,0.059169,1
